evidence_id,path,source_group,evidence_type,fact,confidence,line
TXT0168,results/validation_hres_surface_comparison_20260405_130636/tables/grid_comparison.csv,table_or_index,keyword_snippet,"dataset,source,n_steps_available,n_steps_generated,shape,ny,nx,valid_fraction_step13,bbox_lon_min,bbox_lon_max,bbox_lat_min,bbox_lat_max,res_lon_deg,res_lat_deg,bbox_x_min,bbox_x_max,bbox_y_min,bbox_y_max,grid_note",medium,1
TXT0169,results/validation_hres_surface_comparison_20260405_130636/tables/grid_comparison.csv,table_or_index,keyword_snippet,"tempIBHRes2024_1,FILIPA_DADOS/data/2024/tempIBHRes2024_1.gslib,300,3,64x112,64,112,0.9660993303571429,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.005755750982611029,0.007495577373201885,1.0,112.0,1.0,64.0,Local domain mapped l...",medium,2
TXT0170,results/validation_visual_data_branches_20260405_193102/tables/image_manifest.csv,table_or_index,keyword_snippet,"dataset,group,field,step,source_layer,source_file,output_png,ny,nx,coord_type,bbox_xmin_or_lonmin,bbox_xmax_or_lonmax,bbox_ymin_or_latmin,bbox_ymax_or_latmax,valid_fraction,mean,std,min,max,shared_vmin,shared_vmax,note",medium,1
TXT0171,scripts/12_fix_tempibhres_indexed_axes.py,other,keyword_snippet,"""since independently verified native georeferencing of this reduced product is not established """,medium,43
TXT0172,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"- `tempIBHRes2024_*` has indexed coordinates (`x,y,z,temp`) in the audited files.",medium,9
TXT0173,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,- Relative-km axes here are derived from the same HRes bbox mapping previously used,medium,10
TXT0174,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"for display, not from independently verified native georeferencing of tempIBHRes.",medium,11
TXT0175,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"""and are not independently verified native georeferencing of tempIBHRes.""",medium,59
TXT0176,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"p.add_argument(""--x-start-col"", type=int, default=1, help=""1-based starting column for spatial crop."")",medium,74
TXT0177,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"p.add_argument(""--x-end-col"", type=int, default=0, help=""1-based ending column for spatial crop (0 = full width)."")",medium,75
TXT0178,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"p.add_argument(""--y-start-row"", type=int, default=1, help=""1-based starting row for spatial crop."")",medium,76
TXT0179,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"p.add_argument(""--y-end-row"", type=int, default=0, help=""1-based ending row for spatial crop (0 = full height)."")",medium,77
TXT0180,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"def find_hres_bbox(summary_csv: Path) -> Dict[str, float]:",medium,112
TXT0181,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"def build_relative_km_axes(nx: int, ny: int, bbox: Dict[str, float]) -> Tuple[np.ndarray, np.ndarray, Dict[str, float]]:",medium,152
TXT0182,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"lat_mid = 0.5 * (bbox[""lat_min""] + bbox[""lat_max""])",medium,153
TXT0183,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"dlon = (bbox[""lon_max""] - bbox[""lon_min""]) / float(nx - 1)",medium,156
TXT0184,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"dlat = (bbox[""lat_max""] - bbox[""lat_min""]) / float(ny - 1)",medium,157
TXT0185,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"def build_1based_crop_slice(start_1b: int, end_1b: int, limit: int, axis_name: str) -> Tuple[slice, int, int]:",medium,181
TXT0186,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"f""Invalid crop for {axis_name}: start={start_1b}, end={end_1b}, """,medium,186
TXT0187,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,bbox = find_hres_bbox(NETCDF_SUMMARY),medium,329
TXT0188,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"full_x_km, full_y_km, km_meta = build_relative_km_axes(nx=full_nx, ny=full_ny, bbox=bbox)",medium,331
TXT0189,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"x_slice, x_start, x_end = build_1based_crop_slice(args.x_start_col, args.x_end_col, full_nx, ""x"")",medium,332
TXT0190,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"y_slice, y_start, y_end = build_1based_crop_slice(args.y_start_row, args.y_end_row, full_ny, ""y"")",medium,333
TXT0191,scripts/13_export_tempibhres_relative_km_display_assumed.py,other,keyword_snippet,"""mode"": ""relative_km_display_assumed_from_hres_bbox"",",medium,450
TXT0192,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"default=""utm_abs_km"",",medium,87
TXT0193,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"choices=[""utm_abs_km"", ""local_rel_km""],",medium,88
TXT0194,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"crop = hres_mask[cand.y0 : cand.y0 + cand.h, cand.x0 : cand.x0 + cand.w]",medium,274
TXT0195,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"return resize_mask(crop, out_h=out_h, out_w=out_w)",medium,275
TXT0196,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"crop = field[cand.y0 : cand.y0 + cand.h, cand.x0 : cand.x0 + cand.w]",medium,279
TXT0197,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"return resize_nanaware(crop, out_h=out_h, out_w=out_w)",medium,280
TXT0198,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"def find_hres_bbox(summary_csv: Path) -> Dict[str, float]:",medium,823
TXT0199,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"lat_crop = np.asarray(hres_lat[cand.y0 : cand.y0 + cand.h], dtype=np.float64)",medium,926
TXT0200,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"lon_crop = np.asarray(hres_lon[cand.x0 : cand.x0 + cand.w], dtype=np.float64)",medium,927
TXT0201,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,if lat_crop.size != cand.h or lon_crop.size != cand.w:,medium,928
TXT0202,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"raise RuntimeError(""Invalid crop while building inferred axes"")",medium,929
TXT0203,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"lat_inf = np.interp(tgt_y, src_y, lat_crop)",medium,935
TXT0204,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"lon_inf = np.interp(tgt_x, src_x, lon_crop)",medium,936
TXT0205,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"elif axis_mode == ""utm_abs_km"":",medium,948
TXT0206,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"axis_mode_used = ""utm_abs_km""",medium,962
TXT0207,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"if axis_mode_used == ""utm_abs_km"":",medium,1043
TXT0208,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"""axes_note"": ""inferred by registration to physically anchored HRes grid"",",medium,1078
TXT0209,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"""axes_note"": ""inferred by registration to physically anchored HRes grid"",",medium,1107
TXT0210,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"lines.append(""- Stage 1: deterministic coarse search over axis-aligned crop+resample transforms, scored by mask overlap."")",medium,1218
TXT0211,scripts/14_tempibhres_hres_registration_controlled.py,other,keyword_snippet,"lines.append(""- Transformation family is restricted to axis-aligned crop + linear resampling (no rotation/shear/nonlinear warp)."")",medium,1269
TXT0212,scripts/Old_Code/physical_coords.py,other,keyword_snippet,"- Uses HResNew bbox (`lon_min/max`, `lat_min/max`) and linearly maps to target `nx, ny`.",medium,40
TXT0213,scripts/Old_Code/physical_coords.py,other,keyword_snippet,"""method"": ""linear_resample_from_hres_bbox"",",medium,63
STR001,data/2024/tempIBHRes2024_1.gslib,structured_extraction,temp_gslib_shape,"shape=112x64x300; columns=['x', 'y', 'z', 'temp']; valid_fraction=0.966099",high,
STR002,results/planner_baseline_scenario_c4_predmodel/inputs/30-10-2024_predModel_1_planner_interface.nc,structured_extraction,planner_grid,"shape=240x180; bbox=lon[-9.555555,-8.916667] lat[39.388889,39.861111]; dx=229.52m dy=292.90m",high,
STR003,investigation/tempibhres_hres_registration_controlled_v4/manifest.json,structured_extraction,registration_best,x0=28 x1=155 y0=34 y1=100; mask_iou=0.999856; pred_corr=0.981501; auv_corr=0.972316,high,
