z,filepath,x_km_min,x_km_max,y_km_min,y_km_max,mean_norm,std_norm,min_norm,max_norm,x_axis_label,y_axis_label,unit_tag,figure_tag,georef_note
138,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z138.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.2989442050457001,0.1502595990896225,-0.6530715227127075,0.03365786001086235,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
139,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z139.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.3207603096961975,0.16790203750133514,-0.6747902035713196,0.03852497786283493,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
140,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z140.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.310055673122406,0.1470526158809662,-0.7122761011123657,0.08231629431247711,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
141,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z141.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.17716874182224274,0.16575080156326294,-0.5630489587783813,0.23950240015983582,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
142,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z142.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.09226302057504654,0.17596976459026337,-0.46025407314300537,0.34069257974624634,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
143,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z143.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.3646680414676666,0.20888172090053558,-0.8681434988975525,0.0855313166975975,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
144,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z144.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.3098601996898651,0.2043837606906891,-0.816709578037262,0.09650002419948578,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
145,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z145.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.17761637270450592,0.1318119466304779,-0.2033359557390213,0.4020496904850006,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
146,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z146.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.12168274819850922,0.15592175722122192,-0.2881707549095154,0.3608972132205963,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
147,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z147.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.37715792655944824,0.24525006115436554,-0.9073543548583984,0.10507623106241226,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
148,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z148.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.7070393562316895,0.2523132264614105,-1.2624855041503906,-0.1954420953989029,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
149,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z149.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.7321170568466187,0.1880771368741989,-1.231084942817688,-0.3758850395679474,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
150,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z150.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.614888072013855,0.22670450806617737,-1.0826066732406616,-0.1515672653913498,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
151,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z151.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.5382769703865051,0.1713201403617859,-0.861770749092102,-0.06472785025835037,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
152,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z152.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.1845971792936325,0.1224876418709755,-0.4141155481338501,0.16956765949726105,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
153,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z153.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.274984210729599,0.08236822485923767,0.16012223064899445,0.4879830777645111,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
154,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z154.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.6282503008842468,0.053937118500471115,0.5727102756500244,0.8061507344245911,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
155,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z155.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.8651467561721802,0.03136285021901131,0.8094393610954285,0.9407396912574768,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
156,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z156.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.9103881120681763,0.06335368752479553,0.7092868685722351,1.0379716157913208,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
157,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z157.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.5085632801055908,0.07480702549219131,0.3733934462070465,0.6947336196899414,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
158,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z158.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.7217467427253723,0.06257303804159164,0.5670263171195984,0.828447699546814,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
159,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z159.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.8056087493896484,0.07418522238731384,0.6052539944648743,0.937960684299469,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
160,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z160.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.9206040501594543,0.07610082626342773,0.7091665267944336,1.0415703058242798,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
161,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z161.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.0466203689575195,0.05735651031136513,0.910226047039032,1.1670677661895752,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
162,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z162.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.5706244707107544,0.051699232310056686,0.4763617217540741,0.6640713810920715,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
163,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z163.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.12136465311050415,0.15837904810905457,-0.21266530454158783,0.4159049987792969,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
164,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z164.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.018014321103692055,0.29171645641326904,-0.6363013386726379,0.4719023108482361,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
165,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z165.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.1767209768295288,0.2741025984287262,-0.42665284872055054,0.633624255657196,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
166,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z166.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.014267219230532646,0.2526465058326721,-0.5414173007011414,0.4762725234031677,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
167,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z167.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.26504266262054443,0.20058263838291168,-0.2787833511829376,0.6087181568145752,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
168,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z168.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.4177606701850891,0.20820946991443634,-0.026780473068356514,0.8398793339729309,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
169,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z169.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.5857071280479431,0.22517675161361694,0.24211858212947845,1.0045714378356934,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
170,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z170.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.6263982057571411,0.19004690647125244,0.3552854359149933,1.0112520456314087,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
171,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z171.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.4073794186115265,0.11720655858516693,0.16633141040802002,0.6789006590843201,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
172,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z172.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.2407616674900055,0.2085820585489273,-0.3796790838241577,0.6400571465492249,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
173,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z173.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.05368873476982117,0.27563968300819397,-0.8632416725158691,0.45045897364616394,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
174,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z174.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.05117611959576607,0.29950833320617676,-0.9143619537353516,0.4361931383609772,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
175,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z175.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.11071056127548218,0.3253409266471863,-0.7087517380714417,0.679146945476532,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
176,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z176.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.20875737071037292,0.3485602140426636,-0.5615511536598206,0.8786407709121704,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
177,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z177.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.47794586420059204,0.3983466923236847,-0.2599264681339264,1.2056323289871216,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
178,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z178.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.5118905901908875,0.27197200059890747,0.006345090921968222,1.180314302444458,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
179,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z179.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.6481803059577942,0.15014931559562683,0.2993702292442322,1.1252243518829346,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
180,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z180.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.549229085445404,0.08844524621963501,0.2755924165248871,0.737453281879425,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
181,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z181.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.7997096180915833,0.1114848405122757,0.48722001910209656,0.9919647574424744,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
182,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z182.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.9051873683929443,0.0854061096906662,0.6396380662918091,1.0593314170837402,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
183,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z183.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.9575876593589783,0.1070118099451065,0.5879698991775513,1.1581305265426636,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
184,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z184.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.6592819094657898,0.21178171038627625,0.0007219982799142599,1.006798267364502,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
185,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z185.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.6268535852432251,0.2352038472890854,-0.0695355162024498,0.9872533679008484,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
186,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z186.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.6875709295272827,0.20664314925670624,0.1531117707490921,1.050425410270691,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
187,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z187.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.13924896717071533,0.2739619016647339,-0.4803610146045685,0.7456175088882446,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
188,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z188.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.13180045783519745,0.3636016547679901,-0.9570901393890381,0.7329174280166626,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
189,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z189.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.21789953112602234,0.3148844242095947,-0.48405879735946655,1.0115818977355957,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
190,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z190.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.7775937914848328,0.3500381112098694,-0.047462183982133865,1.4649996757507324,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
191,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z191.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.542158842086792,0.200209841132164,0.7213824391365051,1.8296794891357422,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
192,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z192.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.904332160949707,0.14762818813323975,1.1121010780334473,2.092536449432373,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
193,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z193.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.5062726736068726,0.3103804588317871,0.6501622796058655,1.8208202123641968,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
194,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z194.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.2331079244613647,0.38157445192337036,0.39022308588027954,1.717434287071228,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
195,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z195.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.4191354513168335,0.3144718110561371,0.5884710550308228,1.80881667137146,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
196,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z196.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.9702380895614624,0.15429292619228363,1.4943807125091553,2.1912505626678467,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
197,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z197.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.7484718561172485,0.07537686824798584,1.5490247011184692,1.9828252792358398,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
198,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z198.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.618582844734192,0.14772020280361176,1.1073471307754517,1.8324840068817139,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
199,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z199.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.4820653200149536,0.2951049208641052,0.729828417301178,1.9080262184143066,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
200,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z200.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.5257848501205444,0.32706987857818604,0.5740013718605042,2.0257091522216797,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
201,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z201.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.9427241086959839,0.28796446323394775,1.0170294046401978,2.3150124549865723,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
202,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z202.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.5554323196411133,0.274476557970047,0.7040700912475586,1.9212204217910767,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
203,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z203.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.3323230743408203,0.31009677052497864,0.4939275085926056,1.7609000205993652,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
204,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z204.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.6769143342971802,0.2659143805503845,1.095043420791626,2.1075186729431152,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
205,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z205.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.9876090288162231,0.21154369413852692,1.5371739864349365,2.3858532905578613,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
206,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z206.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.4430493116378784,0.1321425437927246,1.1501574516296387,1.74679696559906,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
207,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z207.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.9279430508613586,0.10190682858228683,0.5379000306129456,1.1381722688674927,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
