step,output_path,figure_name,script_source,plotting_function,background_map_name,background_map_source_file,background_map_shape,trajectory_source_file,trajectory_run_names,coordinate_system_detected,extent_used,origin_used,likely_issue,interpretation
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,planner_runs/C01_representative__1auv_12h__crossing_gamma025/plots/20260523T195006Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,planner_runs/C01_representative__1auv_12h__crossing_gamma050/plots/20260523T200101Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,planner_runs/C01_representative__1auv_6h__baseline_STD_6h/plots/20260523T201148Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,planner_runs/C01_representative__1auv_6h__boundary_alpha050_6h/plots/20260523T202048Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,planner_runs/C01_representative__1auv_6h__crossing_gamma050_6h/plots/20260523T202949Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,region_A_B_boundary_masks.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,region_A/region_B/boundary_core masks,Step11C saved masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json,"baseline_STD, boundary_alpha050, crossing_gamma025, crossing_gamma050","ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,Crossing_count can count short local transitions near boundary; inspect region-colored path.,Good diagnostic for whether the AUV visits both regimes or mostly follows the boundary area.
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,trajectory_over_boundary.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,boundary_score_norm,Step10F/Step08 prototype boundary descriptor,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json,"baseline_STD, boundary_alpha050, crossing_gamma025, crossing_gamma050","ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,Crossing_count can count short local transitions near boundary; inspect region-colored path.,Good diagnostic for whether the AUV visits both regimes or mostly follows the boundary area.
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,trajectory_over_region_masks.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,region_A/region_B/boundary_core masks,Step11C saved masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json,"baseline_STD, boundary_alpha050, crossing_gamma025, crossing_gamma050","ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,Crossing_count can count short local transitions near boundary; inspect region-colored path.,Good diagnostic for whether the AUV visits both regimes or mostly follows the boundary area.
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,trajectory_over_STD.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,STD_norm,Step10F day-specific STD,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json,"baseline_STD, boundary_alpha050, crossing_gamma025, crossing_gamma050","ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,Crossing_count can count short local transitions near boundary; inspect region-colored path.,Good diagnostic for whether the AUV visits both regimes or mostly follows the boundary area.
Step11C,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11c_single_auv_boundary_crossing_reward_20260523_200322,trajectory_over_TEMPpred.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11c_single_auv_boundary_crossing_reward.py,plot_overlay_panel / plot_region_overlay / plot_bar,TEMPpred,Step10F day-specific TEMPpred,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json,"baseline_STD, boundary_alpha050, crossing_gamma025, crossing_gamma050","ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,Crossing_count can count short local transitions near boundary; inspect region-colored path.,Good diagnostic for whether the AUV visits both regimes or mostly follows the boundary area.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,figures/step11d_all_strategies_comparison_panel.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,region_A/region_B RGB mask,Step11D saved regime masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json and selected pair route files,AUV1/AUV2 by strategy,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,"Background is region mask, not the exact vehicle-specific information_map; overlay impression should be checked with distance metrics.",Shows regime separation visually; use overlay metrics to distinguish real path overlap from same-zone attraction.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,figures/step11d_inter_vehicle_distance_plot.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,Metric summary figure.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,figures/step11d_multi_baseline_STD_overlay.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,region_A/region_B RGB mask,Step11D saved regime masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json and selected pair route files,AUV1/AUV2 by strategy,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,"Background is region mask, not the exact vehicle-specific information_map; overlay impression should be checked with distance metrics.",Shows regime separation visually; use overlay metrics to distinguish real path overlap from same-zone attraction.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,figures/step11d_multi_boundary_alpha050_overlay.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,region_A/region_B RGB mask,Step11D saved regime masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json and selected pair route files,AUV1/AUV2 by strategy,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,"Background is region mask, not the exact vehicle-specific information_map; overlay impression should be checked with distance metrics.",Shows regime separation visually; use overlay metrics to distinguish real path overlap from same-zone attraction.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,figures/step11d_overlap_ratio_barplot.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,Metric summary figure.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,figures/step11d_post_solver_selected_pair_overlay.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,region_A/region_B RGB mask,Step11D saved regime masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json and selected pair route files,AUV1/AUV2 by strategy,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,"Background is region mask, not the exact vehicle-specific information_map; overlay impression should be checked with distance metrics.",Shows regime separation visually; use overlay metrics to distinguish real path overlap from same-zone attraction.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,figures/step11d_regime_coverage_barplot.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,Metric summary figure.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,figures/step11d_regime_masks_and_rewards.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,regime masks and region reward maps,Step11D saved masks/reward NPY files,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,"Descriptor/mask diagnostic, not a trajectory figure."
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,figures/step11d_sequential_overlap_reduction_overlay.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,region_A/region_B RGB mask,Step11D saved regime masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json and selected pair route files,AUV1/AUV2 by strategy,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,"Background is region mask, not the exact vehicle-specific information_map; overlay impression should be checked with distance metrics.",Shows regime separation visually; use overlay metrics to distinguish real path overlap from same-zone attraction.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,figures/step11d_vehicle_specific_regime_maps_overlay.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,region_A/region_B RGB mask,Step11D saved regime masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json and selected pair route files,AUV1/AUV2 by strategy,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,"Background is region mask, not the exact vehicle-specific information_map; overlay impression should be checked with distance metrics.",Shows regime separation visually; use overlay metrics to distinguish real path overlap from same-zone attraction.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,figures/step11d_vehicle_specific_with_crossing_proxy_overlay.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,region_A/region_B RGB mask,Step11D saved regime masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json and selected pair route files,AUV1/AUV2 by strategy,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,"Background is region mask, not the exact vehicle-specific information_map; overlay impression should be checked with distance metrics.",Shows regime separation visually; use overlay metrics to distinguish real path overlap from same-zone attraction.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,planner_runs/C01_representative__1auv_12h__31b14503e7/plots/20260524T122901Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,planner_runs/C01_representative__1auv_12h__602a4e0b50/plots/20260524T121631Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,planner_runs/C01_representative__1auv_12h__candidate_region_A/plots/20260524T112814Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,planner_runs/C01_representative__1auv_12h__candidate_region_B/plots/20260524T114812Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,planner_runs/C01_representative__1auv_12h__d1ce4e5339/plots/20260524T120009Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,planner_runs/C01_representative__2auv_12h__multi_baseline_STD/plots/20260524T110329Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,planner_runs/C01_representative__2auv_12h__multi_boundary_alpha050/plots/20260524T111649Z_wt.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,step11d_all_strategies_comparison_panel.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,region_A/region_B RGB mask,Step11D saved regime masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json and selected pair route files,AUV1/AUV2 by strategy,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,"Background is region mask, not the exact vehicle-specific information_map; overlay impression should be checked with distance metrics.",Shows regime separation visually; use overlay metrics to distinguish real path overlap from same-zone attraction.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,step11d_inter_vehicle_distance_plot.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,Metric summary figure.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,step11d_multi_baseline_STD_overlay.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,region_A/region_B RGB mask,Step11D saved regime masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json and selected pair route files,AUV1/AUV2 by strategy,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,"Background is region mask, not the exact vehicle-specific information_map; overlay impression should be checked with distance metrics.",Shows regime separation visually; use overlay metrics to distinguish real path overlap from same-zone attraction.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,step11d_multi_boundary_alpha050_overlay.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,region_A/region_B RGB mask,Step11D saved regime masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json and selected pair route files,AUV1/AUV2 by strategy,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,"Background is region mask, not the exact vehicle-specific information_map; overlay impression should be checked with distance metrics.",Shows regime separation visually; use overlay metrics to distinguish real path overlap from same-zone attraction.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,step11d_overlap_ratio_barplot.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,Metric summary figure.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,step11d_post_solver_selected_pair_overlay.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,region_A/region_B RGB mask,Step11D saved regime masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json and selected pair route files,AUV1/AUV2 by strategy,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,"Background is region mask, not the exact vehicle-specific information_map; overlay impression should be checked with distance metrics.",Shows regime separation visually; use overlay metrics to distinguish real path overlap from same-zone attraction.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,step11d_regime_coverage_barplot.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,none,,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,Metric summary figure.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,step11d_regime_masks_and_rewards.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,regime masks and region reward maps,Step11D saved masks/reward NPY files,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,,,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,,"Descriptor/mask diagnostic, not a trajectory figure."
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,step11d_sequential_overlap_reduction_overlay.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,region_A/region_B RGB mask,Step11D saved regime masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json and selected pair route files,AUV1/AUV2 by strategy,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,"Background is region mask, not the exact vehicle-specific information_map; overlay impression should be checked with distance metrics.",Shows regime separation visually; use overlay metrics to distinguish real path overlap from same-zone attraction.
Step11D,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step11d_multi_auv_regime_separation_20260524_114809,step11d_vehicle_specific_regime_maps_overlay.png,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\scripts\11d_multi_auv_regime_separation_and_overlap_reduction.py,plot_strategy_overlay / plot_masks_and_rewards / plot_bar,region_A/region_B RGB mask,Step11D saved regime masks,72x117 ROI for audit backgrounds; planner NetCDFs are 180x240 HRes,planner_runs/*/trajectory_routes.json and selected pair route files,AUV1/AUV2 by strategy,"ROI row/col indices: x=col-ROI_COL_MIN, y=row-ROI_ROW_MIN",none detected in Step11A-D scripts,origin='lower' in audited Step11 scripts,"Background is region mask, not the exact vehicle-specific information_map; overlay impression should be checked with distance metrics.",Shows regime separation visually; use overlay metrics to distinguish real path overlap from same-zone attraction.
